,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,MonthlyIncome_tier
791,30,0,2,2,1,2,5,1,1,2,1,25060,8.0,22,0,4.0,3,2,2,2,3,4,3.5,4.0,3.0,2.0,3.0,0,4,2
792,42,0,1,1,8,4,3,0,1,7,2,60620,1.0,22,2,12.0,2,12,5,8,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,2,3,4
793,44,0,1,1,5,3,1,0,5,4,1,43820,7.0,16,2,11.0,2,1,0,0,3,3,3.0,1.0,3.0,2.0,2.0,2,4,3
794,30,0,0,1,8,3,1,1,1,4,0,21430,1.0,17,1,1.0,2,1,0,0,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,0,3,1
795,57,0,2,2,2,1,1,1,3,6,1,61620,0.0,14,0,13.0,5,12,2,8,2,3,2.5,2.0,3.0,2.0,2.3333333333333335,3,4,4
796,49,0,2,1,7,3,5,0,2,7,0,50940,3.0,15,0,29.0,5,8,0,7,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,3,3
797,34,0,1,1,2,4,3,0,2,8,0,68770,7.0,20,0,16.0,3,14,6,9,3,4,3.5,2.0,1.0,2.0,1.6666666666666667,1,4,4
798,28,1,1,1,2,3,3,1,1,6,1,22740,3.0,20,1,5.0,5,3,1,2,3,4,3.5,1.0,3.0,4.0,2.6666666666666665,0,4,1
800,34,1,2,1,7,1,3,1,1,6,2,62880,0.0,15,1,16.0,2,15,10,10,3,3,3.0,1.0,2.0,4.0,2.3333333333333335,1,3,4
801,35,0,2,2,7,4,4,0,4,0,1,25530,1.0,14,1,1.0,4,1,0,0,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,3,2
802,24,1,1,2,3,3,1,1,2,6,2,76540,2.0,17,1,4.0,3,0,0,0,2,3,2.5,2.0,1.0,2.0,1.6666666666666667,0,4,4
803,24,0,0,1,10,3,1,0,2,3,1,51600,1.0,17,1,1.0,3,1,0,0,1,3,2.0,4.0,2.0,3.0,3.0,0,3,3
804,44,0,1,1,5,2,3,0,2,6,2,171590,5.0,22,1,16.0,1,2,2,2,2,4,3.0,2.0,3.0,2.0,2.3333333333333335,2,4,5
805,29,0,2,2,10,2,1,0,1,7,0,128080,1.0,13,0,10.0,6,10,0,4,3,3,3.0,3.0,3.0,3.0,3.0,0,3,5
806,30,0,2,1,1,2,1,1,3,7,0,102210,0.0,19,1,6.0,2,5,1,3,3,3,3.0,3.0,3.0,4.0,3.3333333333333335,0,4,5
807,55,0,2,2,20,3,2,1,2,6,1,47790,0.0,14,1,4.0,6,3,1,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,3,2,3
808,33,0,2,1,7,2,1,1,2,6,1,37370,8.0,22,2,8.0,2,5,0,2,3,4,3.5,1.0,2.0,3.0,2.0,1,3,3
809,47,0,2,1,8,4,3,0,2,8,1,23660,3.0,17,0,11.0,5,5,1,2,2,3,2.5,3.0,3.0,2.0,2.6666666666666665,2,3,1
810,28,1,1,2,1,3,2,1,2,2,2,17060,7.0,12,0,8.0,3,0,0,0,3,3,3.0,3.0,1.0,2.0,2.0,0,4,1
811,28,0,2,2,8,4,2,1,1,2,0,163070,1.0,16,0,1.0,3,1,0,0,2,3,2.5,1.0,3.0,1.0,1.6666666666666667,0,3,5
812,28,0,1,1,9,3,1,0,2,7,2,59330,0.0,11,0,5.0,3,4,1,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,3,3
813,49,0,2,1,5,4,1,0,1,6,1,34240,4.0,11,0,10.0,3,3,1,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,2,4,2
814,29,0,1,1,8,1,3,1,1,6,1,40370,0.0,14,0,4.0,2,3,0,2,1,3,2.0,4.0,2.0,3.0,3.0,0,3,3
815,28,0,2,1,5,1,5,1,2,2,1,25590,1.0,11,0,8.0,3,8,1,7,2,3,2.5,3.0,2.0,2.0,2.3333333333333335,0,4,2
816,33,0,2,1,15,4,1,0,1,7,2,62010,2.0,15,3,14.0,2,0,0,0,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,2,4
817,32,0,2,1,7,3,1,0,3,2,2,44030,2.0,20,0,10.0,3,5,0,0,2,4,3.0,3.0,4.0,4.0,3.6666666666666665,1,3,3
818,54,0,1,2,10,3,1,0,4,6,0,37610,3.0,12,0,26.0,3,14,1,12,2,3,2.5,2.0,4.0,3.0,3.0,3,3,3
819,29,1,2,1,5,3,1,0,2,6,2,109340,6.0,17,2,11.0,2,9,0,7,3,3,3.0,1.0,1.0,1.0,1.0,0,4,5
820,44,0,2,2,26,1,2,1,1,8,1,107610,3.0,11,1,24.0,5,20,14,17,2,3,2.5,4.0,1.0,4.0,3.0,2,1,5
821,39,0,2,2,6,1,5,0,2,2,2,51750,4.0,17,1,9.0,2,2,2,2,4,3,3.5,2.0,2.0,3.0,2.3333333333333335,1,3,3
822,46,0,2,1,4,2,1,1,3,4,1,138260,8.0,11,0,23.0,1,13,5,1,2,3,2.5,3.0,2.0,4.0,3.0,2,4,5
823,35,0,2,1,23,4,1,1,2,6,2,63340,1.0,14,0,11.0,2,11,3,3,4,3,3.5,4.0,2.0,1.0,2.3333333333333335,1,1,4
824,23,0,2,1,2,4,3,0,2,3,2,49360,0.0,19,1,5.0,2,4,1,2,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,0,4,3
825,40,1,2,1,2,3,3,1,2,5,2,47750,3.0,15,1,15.0,3,5,1,0,4,3,3.5,4.0,1.0,1.0,2.0,1,4,3
826,34,0,2,0,2,3,0,1,2,4,1,28180,1.0,13,1,10.0,2,10,8,6,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,2
827,31,1,1,1,29,3,1,0,2,0,2,25150,1.0,14,0,7.0,3,7,7,7,2,3,2.5,4.0,3.0,1.0,2.6666666666666665,1,1,2
828,50,0,1,1,6,3,3,1,1,3,2,23420,1.0,12,1,32.0,2,32,13,9,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,2,3,1
829,34,0,2,2,25,5,2,0,1,6,1,41940,0.0,17,2,12.0,3,11,5,7,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,1,3
830,42,0,2,1,1,3,1,0,1,4,1,106850,4.0,11,3,4.0,2,1,0,0,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,4,5
831,37,0,2,1,2,2,3,1,1,6,1,20220,1.0,12,0,10.0,1,10,3,7,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,1
832,29,0,2,1,1,3,3,0,1,3,1,23140,3.0,13,0,9.0,5,7,0,7,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,0,4,1
833,33,0,2,1,1,1,1,1,1,6,2,42560,1.0,13,3,5.0,1,5,0,2,3,3,3.0,4.0,2.0,3.0,3.0,1,4,3
834,45,0,2,2,3,3,1,1,3,2,1,35800,4.0,20,1,8.0,1,5,0,3,2,4,3.0,4.0,4.0,3.0,3.6666666666666665,2,4,3
835,42,0,1,0,1,4,5,1,2,4,1,31620,2.0,17,2,24.0,1,20,13,9,3,3,3.0,4.0,4.0,1.0,3.0,2,4,2
836,40,0,2,2,10,1,1,0,1,4,1,65240,0.0,13,1,9.0,2,8,7,1,4,3,3.5,1.0,1.0,4.0,2.0,1,3,4
837,33,0,2,1,9,3,3,0,2,4,1,28990,1.0,17,0,15.0,3,15,5,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,3,2
838,40,0,2,2,5,5,1,1,1,4,2,52310,1.0,12,2,21.0,4,21,7,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,3
839,24,0,2,2,10,2,2,1,1,4,0,23560,0.0,13,0,2.0,5,1,0,0,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,3,1
840,40,0,0,1,7,3,3,1,1,6,0,28000,3.0,12,2,8.0,0,2,2,2,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,3,2
841,45,0,2,1,4,3,3,0,3,2,0,118360,1.0,22,0,10.0,2,10,7,7,4,4,4.0,1.0,2.0,3.0,2.0,2,4,5
842,35,0,2,1,10,1,1,1,1,0,1,109030,0.0,11,0,6.0,3,5,4,2,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,1,3,5
843,32,0,2,1,22,4,3,1,1,7,1,29730,3.0,22,0,12.0,0,7,2,5,4,4,4.0,4.0,2.0,3.0,3.0,1,1,2
844,36,0,2,2,9,3,2,0,4,6,2,142750,3.0,18,1,7.0,5,3,1,2,2,3,2.5,3.0,4.0,2.0,3.0,1,3,5
845,48,0,2,1,12,4,3,1,1,2,0,55620,8.0,13,1,18.0,2,8,7,7,3,3,3.0,3.0,3.0,3.0,3.0,2,2,3
846,29,0,2,1,23,4,1,0,2,0,1,45370,6.0,18,1,5.0,5,1,0,0,4,3,3.5,2.7236031927023947,3.0,2.0,2.574534397567465,0,1,3
847,33,0,2,1,9,1,3,1,1,0,1,76420,2.0,20,1,8.0,2,2,2,2,2,4,3.0,1.0,1.0,1.0,1.0,1,3,4
848,30,1,2,1,1,3,4,1,3,7,1,179240,1.0,13,2,10.0,2,10,6,7,3,3,3.0,2.0,1.0,3.0,2.0,0,4,5
849,38,0,1,2,9,3,2,1,1,4,1,52040,3.0,13,1,10.0,2,6,1,2,3,3,3.0,3.0,3.0,3.0,3.0,1,3,3
850,35,0,2,2,7,2,1,1,1,7,2,22770,1.0,12,1,3.0,2,3,1,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,3,1
851,30,0,2,1,14,3,5,1,5,5,1,27950,3.0,13,0,9.0,4,4,1,3,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,2,2
852,35,1,2,1,2,3,3,0,1,6,0,25320,1.0,13,0,1.0,2,1,0,0,1,3,2.0,1.0,1.0,3.0,1.6666666666666667,1,4,2
853,53,1,2,1,19,3,1,1,2,3,1,25590,0.0,25,0,34.0,2,33,1,9,3,4,3.5,3.0,4.0,3.0,3.3333333333333335,3,2,2
854,38,1,2,1,2,3,3,0,3,7,1,49080,4.0,19,1,7.0,3,5,1,4,2,3,2.5,3.0,2.0,3.0,2.6666666666666665,1,4,3
855,32,0,0,1,10,4,1,0,5,6,1,23800,4.0,13,0,9.0,5,6,1,2,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,1,3,1
856,48,0,2,1,2,5,1,1,1,7,1,47650,8.0,12,1,10.0,4,8,7,6,3,3,3.0,3.0,1.0,2.0,2.0,2,4,3
857,34,0,2,1,3,3,1,1,2,7,2,20440,1.0,11,0,1.0,2,1,0,0,3,3,3.0,1.0,4.0,1.0,2.0,1,4,1
858,55,0,2,1,11,1,3,0,1,2,1,26930,1.0,18,0,36.0,6,36,2,13,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,3,2,2
859,34,0,2,1,2,2,1,1,2,6,1,65860,9.0,18,1,9.0,3,2,2,1,3,3,3.0,2.0,2.728246013667426,2.0,2.242748671222475,1,4,4
860,26,0,2,1,4,3,1,1,1,5,1,32940,1.0,11,0,1.0,6,1,0,0,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,0,4,2
861,38,0,2,2,14,2,2,0,1,7,1,41710,0.0,23,0,10.0,4,9,7,7,4,4,4.0,3.0,2.0,2.7614364135407135,2.587145471180238,1,2,3
862,38,0,2,1,2,3,1,0,1,4,2,27780,2.0,13,0,8.0,5,3,1,2,2,3,2.5,2.0,2.0,4.0,2.6666666666666665,1,4,2
863,36,0,2,0,1,3,0,1,1,6,2,23770,6.0,13,2,15.0,3,1,0,0,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,4,1
864,29,0,2,1,10,3,1,1,1,8,2,24040,1.0,17,0,10.0,3,10,1,5,2,3,2.5,2.0,1.0,3.0,2.0,0,3,1
865,35,0,2,2,12,2,1,0,2,7,2,23180,3.0,19,0,10.0,4,5,0,4,4,3,3.5,1.0,3.0,3.0,2.3333333333333335,1,2,1
866,39,0,2,2,2,2,3,0,1,7,1,20080,2.0,12,0,11.0,3,7,7,6,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,1
867,29,0,1,1,5,1,3,0,1,6,0,62440,1.0,22,0,6.0,3,6,1,3,3,4,3.5,1.0,4.0,4.0,3.0,0,4,4
868,50,0,2,1,4,2,3,0,1,2,1,27990,4.0,12,1,27.0,0,1,0,0,1,3,2.0,3.0,3.0,3.0,3.0,2,4,2
869,23,0,2,1,7,2,1,0,3,3,1,105520,2.0,11,0,4.0,2,2,2,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,3,5
870,36,0,1,2,21,3,1,1,2,1,1,23290,3.0,15,0,9.0,2,3,0,2,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,1,1,1
871,42,0,2,1,8,2,1,0,5,3,2,40140,8.0,13,1,24.0,3,1,0,1,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,2,3,3
872,35,0,2,2,4,3,3,0,2,2,1,74030,1.0,12,1,10.0,4,10,6,8,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,1,4,4
873,34,0,1,1,25,1,1,0,1,3,1,22590,1.0,14,0,8.0,2,8,7,7,3,3,3.0,4.0,3.0,2.0,3.0,1,1,1
874,40,0,2,1,1,4,1,1,2,2,1,69320,1.0,13,0,5.0,5,5,1,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,4
875,43,0,2,1,1,1,4,1,1,3,0,46780,5.0,25,1,8.0,0,6,0,2,4,4,4.0,4.0,2.0,3.0,3.0,2,4,3
876,35,0,2,2,6,3,2,0,3,8,1,135820,1.0,17,1,1.0,3,1,0,1,2,3,2.5,3.0,4.0,2.0,3.0,1,3,5
877,46,0,2,1,12,4,5,1,1,2,2,23320,1.0,11,0,27.0,2,26,0,12,3,3,3.0,4.0,1.0,1.0,2.0,2,2,1
878,28,1,2,0,1,3,3,0,2,2,1,24130,1.0,16,1,1.0,2,1,0,0,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,4,1
879,22,0,0,2,17,2,2,1,3,7,1,97050,1.0,18,2,4.0,3,4,1,3,2,3,2.5,2.0,3.0,2.0,2.3333333333333335,0,2,4
880,50,0,1,1,3,3,4,1,2,6,1,42940,2.0,20,0,32.0,2,30,12,13,2,4,3.0,2.0,3.0,3.0,2.6666666666666665,2,4,3
881,32,0,2,1,3,2,1,1,3,6,1,47210,3.0,14,1,6.0,3,3,0,2,3,3,3.0,2.0,4.0,3.0,3.0,1,4,3
882,44,0,2,1,10,3,5,1,3,3,0,25190,0.0,21,2,23.0,2,22,1,10,3,4,3.5,2.0,4.0,2.0,2.6666666666666665,2,3,2
883,30,0,2,1,4,3,3,0,1,5,1,21210,1.0,13,1,6.0,2,6,1,1,3,3,3.0,2.0,2.0,2.0,2.0,0,4,1
884,45,0,2,2,29,2,5,0,2,6,2,29730,1.0,12,0,10.0,2,10,1,4,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,2,1,2
885,45,0,0,2,2,4,1,1,2,4,1,58550,1.0,14,1,10.0,3,10,4,5,2,3,2.5,1.0,1.0,3.0,1.6666666666666667,2,4,3
886,31,0,1,1,7,3,3,1,2,6,2,36170,7.0,21,1,10.0,5,5,0,3,3,4,3.5,4.0,1.0,3.0,2.6666666666666665,1,3,3
887,36,0,2,1,18,1,3,1,2,4,1,67250,9.0,17,1,7.0,3,3,1,1,3,3,3.0,3.0,3.0,3.0,3.0,1,2,4
888,34,0,1,2,28,4,2,1,5,4,0,103250,1.0,11,1,9.0,3,9,7,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,1,1,5
889,49,0,2,1,1,4,1,1,3,0,1,69490,1.0,14,1,10.0,2,9,1,4,3,3,3.0,3.0,1.0,2.0,2.0,2,4,4
890,39,0,2,1,6,2,1,1,3,6,1,106090,2.0,17,1,10.0,2,7,7,7,3,3,3.0,2.0,1.0,3.0,2.0,1,3,5
891,27,0,2,1,2,1,1,1,4,6,0,44470,1.0,13,0,7.0,4,7,0,7,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,4,3
892,35,0,2,1,2,3,3,0,2,7,1,21570,1.0,25,0,16.0,1,16,1,10,2,4,3.0,2.0,1.0,3.0,2.0,1,4,1
893,28,0,2,1,23,3,1,1,3,4,0,46010,0.0,15,2,6.0,2,5,0,0,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,0,1,3
894,21,0,2,1,3,1,1,0,1,2,2,170990,1.0,14,1,3.0,2,2,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,5
895,18,1,1,1,3,5,3,1,1,5,2,24790,1.0,12,1,0.0,2,0,0,0,2,3,2.5,2.0,4.0,4.0,3.3333333333333335,4,4,1
896,47,0,2,1,25,4,3,1,2,6,1,148520,3.0,19,3,27.0,3,5,1,0,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,2,1,5
897,39,0,2,2,2,4,1,1,1,2,0,72640,0.0,17,0,11.0,5,10,0,7,3,3,3.0,3.0,3.0,3.0,3.0,1,4,4
898,40,0,2,1,22,1,1,1,1,2,1,56660,1.0,14,1,18.0,2,18,14,12,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,1,3
899,35,0,0,1,29,3,3,0,2,7,1,78230,1.0,13,1,15.0,3,14,2,9,3,3,3.0,3.0,3.0,3.0,3.0,1,1,4
900,37,0,2,1,29,4,5,1,1,2,1,78800,3.0,12,1,9.0,2,4,0,2,4,3,3.5,3.0,3.0,2.0,2.6666666666666665,1,1,4
901,39,0,1,1,2,3,5,0,2,3,2,131940,0.0,11,0,10.0,2,9,3,8,3,3,3.0,1.0,3.0,1.0,1.6666666666666667,1,4,5
902,45,0,2,1,28,3,1,0,2,2,0,50670,1.0,11,2,10.0,3,10,3,9,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,2,1,3
903,38,0,2,1,2,4,1,0,3,7,1,50790,3.0,11,0,10.0,3,5,0,2,3,3,3.0,4.0,3.0,4.0,3.6666666666666665,1,4,3
904,35,1,2,1,2,3,1,1,3,0,1,23210,9.0,12,1,15.0,0,13,6,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,1
905,37,0,2,1,22,3,1,0,2,0,1,174440,1.0,14,0,8.0,4,8,7,7,3,3,3.0,2.0,2.0,1.0,1.6666666666666667,1,1,5
906,40,0,2,1,8,3,5,0,2,0,2,24040,6.0,17,0,18.0,2,4,3,3,2,3,2.5,3.0,4.0,2.0,3.0,1,3,1
907,44,0,1,2,2,2,2,1,1,2,1,34520,4.0,11,1,14.0,2,10,0,2,2,3,2.5,1.0,4.0,3.0,2.6666666666666665,2,4,2
908,48,0,1,2,10,4,2,0,3,3,1,22700,2.0,14,3,23.0,2,2,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,2,3,1
909,35,1,2,1,9,3,1,1,2,3,0,173990,6.0,12,0,7.0,3,2,2,2,1,3,2.0,2.7236031927023947,4.0,2.0,2.9078677309007985,1,3,5
910,24,0,1,1,15,3,1,1,2,6,2,54880,1.0,22,1,6.0,6,6,1,3,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,0,2,3
911,27,0,2,2,10,4,1,1,3,7,1,194190,7.0,14,1,5.0,2,3,0,2,1,3,2.0,2.0,3.0,3.0,2.6666666666666665,0,3,5
912,27,0,1,1,7,3,1,1,1,6,2,28110,2.0,20,0,6.0,3,4,1,2,3,4,3.5,4.0,4.0,2.0,3.3333333333333335,0,3,2
913,40,1,2,2,16,4,2,1,1,5,2,36330,3.0,16,2,10.0,0,4,0,3,3,3,3.0,1.0,1.0,1.0,1.0,1,2,3
914,29,0,2,1,20,1,3,0,2,3,2,41630,9.0,15,1,8.0,4,5,1,4,2,3,2.5,3.0,3.0,3.0,3.0,0,2,3
915,36,0,2,1,23,3,1,0,3,7,1,21320,4.0,20,0,9.0,1,3,0,2,2,4,3.0,2.0,1.0,3.0,2.0,1,1,1
916,25,0,1,2,5,1,2,1,4,4,0,139730,1.0,14,0,7.0,3,7,0,7,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,0,4,5
917,39,0,2,2,10,3,2,0,2,5,1,26840,4.0,12,0,7.0,2,5,1,0,3,3,3.0,4.0,2.0,3.0,3.0,1,3,2
918,49,0,2,2,4,2,1,1,2,5,1,108450,3.0,24,0,27.0,4,4,1,2,2,4,3.0,1.0,2.0,3.0,2.0,2,4,5
919,50,0,2,1,2,2,3,1,3,7,0,43770,5.0,12,1,19.0,2,14,1,11,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,2,4,3
920,20,0,2,1,18,4,3,0,2,7,2,37430,1.0,13,1,2.0,2,2,2,2,3,3,3.0,3.0,3.0,3.0,3.0,4,2,3
921,34,0,2,1,10,3,3,1,3,2,0,41480,1.0,11,0,11.0,3,11,7,9,3,3,3.0,4.0,2.0,3.0,3.0,1,3,3
922,36,0,2,1,1,3,1,0,2,0,2,10510,2.0,14,0,15.0,2,4,1,3,3,3,3.0,1.0,2.0,3.0,2.0,1,4,1
923,49,0,2,0,6,2,1,0,2,6,1,107390,2.0,11,3,30.0,3,15,2,12,3,3,3.0,3.0,3.0,3.0,3.0,2,3,5
924,36,0,0,1,8,4,1,1,4,2,1,103880,0.0,14,0,4.0,2,3,1,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,3,5
925,36,0,2,1,2,2,3,0,2,0,0,114160,6.0,16,0,13.0,2,5,0,4,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,5
926,54,0,2,2,24,3,2,1,1,2,1,26000,3.0,14,0,36.0,5,10,4,7,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,3,1,2
927,43,0,2,1,2,4,1,0,1,6,1,24220,1.0,11,1,14.0,2,14,6,11,3,3,3.0,3.0,3.0,3.0,3.0,2,4,1
928,35,1,1,1,17,4,3,1,1,5,2,54720,3.0,11,1,13.0,3,11,6,7,2,3,2.5,4.0,4.0,4.0,4.0,1,2,3
929,38,0,1,1,19,2,1,1,2,6,1,24510,7.0,12,1,19.0,3,13,2,9,3,3,3.0,4.0,4.0,4.0,4.0,1,2,1
930,29,0,2,1,1,2,3,1,2,8,0,42400,1.0,14,0,10.0,2,10,0,9,2,3,2.5,1.0,2.0,2.0,1.6666666666666667,0,4,3
931,33,0,2,1,7,3,3,1,5,7,0,109990,1.0,18,3,6.0,3,6,0,4,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,3,5
933,31,0,2,1,28,4,5,0,2,7,1,127420,1.0,11,0,10.0,4,10,0,2,2,3,2.5,1.0,4.0,3.0,2.6666666666666665,1,1,5
934,49,0,2,1,2,4,3,1,1,2,0,42270,4.0,18,0,17.0,3,2,2,2,2,3,2.5,4.0,1.0,2.0,2.3333333333333335,2,4,3
935,38,0,1,2,29,2,3,0,1,7,2,39170,1.0,15,3,4.0,2,4,3,3,3,3,3.0,4.0,2.0,3.0,3.0,1,1,3
936,47,0,2,1,1,4,3,1,3,2,0,183030,6.0,22,1,29.0,2,3,1,2,2,4,3.0,2.0,2.0,3.0,2.3333333333333335,2,4,5
937,49,0,2,1,21,3,3,1,2,4,2,23800,4.0,13,0,23.0,3,8,0,0,1,3,2.0,3.0,3.0,3.0,3.0,2,1,1
938,41,0,2,1,24,4,1,0,4,3,2,137260,3.0,12,0,21.0,6,2,0,2,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,2,1,5
939,20,0,2,1,1,3,1,1,1,8,2,47770,1.0,18,1,2.0,3,2,0,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,4,4,3
940,33,0,0,1,18,2,3,0,2,0,0,63850,1.0,13,0,7.0,6,6,1,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,1,2,4
941,36,0,2,1,2,2,5,1,3,7,1,199730,6.0,12,0,10.0,2,3,0,2,3,3,3.0,1.0,3.0,2.0,2.0,1,4,5
942,44,0,2,1,9,3,5,0,3,0,0,68610,4.0,12,0,8.0,2,2,2,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,2,3,4
943,23,1,2,0,6,3,1,0,3,2,2,49690,1.0,12,0,5.0,3,5,1,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,3,3
944,38,0,2,1,11,2,1,1,1,7,1,198450,7.0,11,1,7.0,3,0,0,0,3,3,3.0,4.0,3.0,2.0,3.0,1,2,5
945,53,0,2,1,24,3,1,1,4,5,1,133200,3.0,11,0,11.0,2,4,1,2,3,3,3.0,2.0,4.0,3.0,3.0,3,1,5
946,48,1,1,2,10,2,2,1,1,0,1,63470,2.0,12,1,19.0,3,9,7,7,1,3,2.0,4.0,3.0,3.0,3.3333333333333335,2,3,4
947,32,1,2,2,1,3,1,1,2,6,2,27430,1.0,19,1,1.0,2,1,0,0,3,3,3.0,4.0,2.0,3.0,3.0,1,4,2
948,26,0,0,1,18,2,3,1,1,1,2,108800,1.0,23,1,7.0,5,7,5,7,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,0,2,5
949,55,0,2,1,23,1,1,1,5,2,0,23420,5.0,11,2,8.0,2,4,1,2,3,3,3.0,1.0,2.0,3.0,2.0,3,1,1
950,34,0,2,2,28,3,1,0,2,6,1,176500,1.0,19,1,15.0,6,15,4,13,1,3,2.0,2.0,4.0,4.0,3.3333333333333335,1,1,5
951,60,0,2,2,17,4,3,1,1,3,0,40250,3.0,13,1,19.0,5,1,0,0,2,3,2.5,3.0,4.0,4.0,3.6666666666666665,3,2,3
952,33,0,2,2,3,3,1,1,3,3,1,97250,1.0,11,0,14.0,0,14,2,13,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,4,4
953,37,0,1,1,13,3,1,1,1,2,0,119040,1.0,12,1,6.0,4,6,1,3,3,3,3.0,3.0,4.0,2.0,3.0,1,2,5
954,34,0,2,1,7,2,1,1,1,0,1,21770,1.0,13,0,10.0,5,10,8,7,3,3,3.0,2.0,4.0,3.0,3.0,1,3,1
955,23,1,2,1,12,2,3,1,2,6,0,75250,1.0,14,2,3.0,2,3,0,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,2,4
956,44,0,2,0,1,3,1,1,1,6,1,48340,1.0,14,0,9.0,1,8,6,7,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,2,4,3
957,35,0,1,1,13,3,1,1,3,7,2,20420,0.0,16,0,6.0,2,5,1,4,3,3,3.0,1.0,4.0,4.0,3.0,1,2,1
958,43,0,2,1,25,4,1,1,2,7,1,22200,1.0,11,0,10.0,2,10,8,8,1,3,2.0,4.0,4.0,3.0,3.6666666666666665,2,1,1
959,24,0,2,1,6,3,1,1,3,7,1,10520,1.0,13,0,5.0,3,5,0,4,3,3,3.0,3.0,3.0,3.0,3.0,0,3,1
960,41,0,2,2,6,4,2,1,1,6,2,28210,1.0,17,0,10.0,3,10,8,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,2,3,2
961,29,0,2,1,2,2,1,1,2,6,1,192370,9.0,11,1,9.0,2,5,1,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,4,5
962,36,0,2,0,1,4,1,0,3,6,2,41070,3.0,11,1,17.0,2,13,6,7,1,3,2.0,3.0,4.0,2.0,3.0,1,4,3
963,45,0,0,2,2,3,1,0,2,4,1,83960,3.0,15,2,25.0,3,23,14,4,2,3,2.5,3.0,3.0,2.0,2.6666666666666665,2,4,4
